ID,label1,label2,label3
1292920028996739079,conspiracy,pharma,
1299287956658716672,conspiracy,political,pharma
1260796967577202689,conspiracy,ingredients,
1369205917279993858,side-effect,conspiracy,
1316030444161253391,conspiracy,pharma,
1246798920983797760,pharma,,
1339664023030288386,unnecessary,conspiracy,pharma
1326357695159525376,conspiracy,side-effect,rushed
1298774376859480064,conspiracy,pharma,
1337526914781679616,conspiracy,,
1339182924252520449,conspiracy,pharma,
1365549396453175297,conspiracy,ingredients,
1326998809155612672,conspiracy,,
1354068574613221377,conspiracy,,
1355940247377489929,conspiracy,,
1301999845767512064,conspiracy,,
1328884588467335170,conspiracy,,
1270094981047468037,conspiracy,pharma,
1287903230039556102,conspiracy,side-effect,
1335234703478190085,conspiracy,,
1239652835303841796,conspiracy,,
1364571808037539842,conspiracy,unnecessary,pharma
1377372809077288962,conspiracy,,
1303567982568845312,conspiracy,,
1331403250667405312,conspiracy,ingredients,
1338525648571260932,conspiracy,pharma,
1217799242640764934,conspiracy,,
1244327700170444800,conspiracy,pharma,
1245491850087202817,ingredients,conspiracy,
1243154481677729793,conspiracy,,
1325886635880419329,political,,
1376801639370272771,conspiracy,political,
1254038062440550406,conspiracy,,
1326162476174630915,conspiracy,pharma,
1297928735547629568,conspiracy,,
1299924667080142848,conspiracy,pharma,
1326455475358064641,side-effect,pharma,rushed
1301161054815375360,conspiracy,,
1345244696621158400,conspiracy,,
1251045401769230336,pharma,political,
1334284920420708352,conspiracy,side-effect,rushed
1357354024383754242,conspiracy,,
1330352291375947777,conspiracy,political,
1253252000319504384,conspiracy,,
1288016546330292224,conspiracy,pharma,
1412433742187175938,conspiracy,ineffective,
1288523116805840897,conspiracy,pharma,
1377115001488478211,conspiracy,country,
1374807602564112389,conspiracy,political,pharma
1248387260703076354,conspiracy,ingredients,
1262491676569829376,conspiracy,ingredients,
1375396702614511618,conspiracy,,
1348860208987000837,conspiracy,ingredients,
1316959579054444544,pharma,,
1300322427352752131,conspiracy,unnecessary,
1300139496386723841,conspiracy,,
1363661576054710275,conspiracy,side-effect,
1335211212410392578,conspiracy,,
1299060949379428352,conspiracy,,
1343539944686542848,conspiracy,,
1303190612787650561,conspiracy,pharma,
1296295489625821186,side-effect,,
1297908877909008385,rushed,,
1334125708059271170,conspiracy,,
1299444820080037888,side-effect,conspiracy,
1374839125111607303,ingredients,pharma,
1360718996325228550,conspiracy,pharma,
1326893827064393728,country,,
1334924945445380097,pharma,political,
1332042579735687168,conspiracy,,
1356611177225334784,conspiracy,political,
1323602922521939969,conspiracy,pharma,
1343898811752706048,conspiracy,pharma,
1281584140282929152,conspiracy,,
1354912343629705218,conspiracy,ineffective,
1254427504758132737,conspiracy,side-effect,
1363880006838009862,conspiracy,,
1333580672393502723,conspiracy,side-effect,
1337212612673753088,conspiracy,,
1376608431356968961,conspiracy,side-effect,
1326159291225677824,conspiracy,,
1293635558476902400,conspiracy,country,side-effect
1352932024349319168,conspiracy,,
1249471202248331265,conspiracy,pharma,
1261807133860884480,conspiracy,side-effect,
1251726816626094080,conspiracy,,
1323307290947039232,pharma,,
1268080775704055808,conspiracy,,
1302008587452063744,none,,
1332425711542362112,conspiracy,pharma,
1372854445122457600,conspiracy,ineffective,side-effect
1305991842916311040,conspiracy,,
1365452492012675075,conspiracy,,
1262932229296021504,conspiracy,political,
1370457483362246658,conspiracy,ingredients,
1346566733025435653,conspiracy,rushed,
1333883963060887552,conspiracy,side-effect,
1323028707636879362,unnecessary,conspiracy,
1371490816934383619,pharma,,
1343188958079946752,pharma,political,
1330714849257644032,conspiracy,ingredients,
1255956921628098569,conspiracy,,
1287283594101051392,conspiracy,ineffective,
1329115056232132608,pharma,conspiracy,
1255437874096463880,political,,
1287771843043221505,conspiracy,ingredients,
1266811425852403712,side-effect,,
1341000980138250241,conspiracy,rushed,side-effect
1331289951883976714,conspiracy,,
1253979178569019393,side-effect,ingredients,
1352980145825525763,pharma,,
1424184844800589831,none,,
1342777017540874240,conspiracy,pharma,
1353363411128750084,conspiracy,pharma,
1348977789861388289,conspiracy,,
1376728922935730179,religious,ingredients,
1374786367654395913,pharma,,
1340006590624239617,none,,
1293350826686152704,conspiracy,country,
1358298832589656065,conspiracy,,
1338764720548012032,pharma,,
1375660446380855301,conspiracy,side-effect,
1264211025571786753,conspiracy,pharma,
1346595893051412482,none,,
1306643294236094465,political,,
1284436401472274432,pharma,,
1370164425198555142,conspiracy,,
1328132858658119681,political,pharma,
1323249806094049282,political,pharma,
1337843787394060294,rushed,,
1272268044581158916,conspiracy,pharma,
1327328516094914560,pharma,,
1263125172791332868,side-effect,rushed,
1314598556385280001,none,,
1377228574793551875,conspiracy,pharma,
1326588473487187968,political,,
1255883441649807362,ingredients,pharma,political
1279892215272296448,conspiracy,pharma,
1351541702079737857,ineffective,,
1300070022925225984,pharma,,
1247546221847121920,conspiracy,pharma,
1325974501859975169,conspiracy,side-effect,
1298684728204288000,conspiracy,ingredients,
1334239401585545217,conspiracy,,
1334209461788024836,pharma,political,
1306260465178365952,conspiracy,,
1310603230628532226,conspiracy,,
1376763742109663238,unnecessary,conspiracy,
1328352533971165184,none,,
1328793430126899201,pharma,,
1341292568831651840,side-effect,,
1345009673867563008,ingredients,political,
1297952619827097602,pharma,,
1289557758694445056,conspiracy,pharma,
1355090345676201985,conspiracy,,
1331145645521039362,conspiracy,,
1220905860408344577,conspiracy,pharma,
1292113802142584834,pharma,,
1353033104949190657,none,,
1344676962556645377,conspiracy,,
1343334516513861632,political,unnecessary,
1333458541072551937,conspiracy,pharma,
1374447026432143366,conspiracy,,
1334419472283803649,conspiracy,pharma,
1323366879717711883,mandatory,pharma,ingredients
1354930530035220483,pharma,,
1330845406016770050,side-effect,,
1330190256898011137,conspiracy,side-effect,
1366085639863635971,conspiracy,,
1353717665119010820,ineffective,,
1328319620881788931,pharma,,
1374458154386214926,none,,
1348640290853195786,ingredients,rushed,
1361476564198825990,political,,
1364365695287513089,conspiracy,,
1254096497374711809,country,,
1334576873242677249,conspiracy,unnecessary,
1344694996251848709,pharma,side-effect,political
1289100690585878528,conspiracy,,
1325785900496936961,conspiracy,ingredients,
1376279037337817088,none,,
1337525722605350923,conspiracy,side-effect,
1295521847367303168,conspiracy,ingredients,mandatory
1299710904704135170,conspiracy,ingredients,
1283212925998469120,pharma,political,
1253984325638463489,pharma,political,
1314154104180994048,pharma,political,
1286318140859842562,pharma,political,
1311349900660158465,ineffective,unnecessary,
1288296147698630657,pharma,,
1325962679396261889,political,,
1337468759687258115,side-effect,ineffective,
1356920118547152897,conspiracy,,
1319733398655672321,conspiracy,,
1288844308087558145,conspiracy,pharma,
1337773643389079554,conspiracy,side-effect,
1262547114678083584,pharma,,
1228836762421735424,pharma,side-effect,
1282483185666981893,conspiracy,ingredients,
1355509629174878211,none,,
1374576193983422466,conspiracy,,
1220735240559161345,conspiracy,,
1337478419714613248,unnecessary,,
1306655698856673281,rushed,,
1364932462221156353,unnecessary,rushed,
1431569386226307078,ingredients,,
1420414962544033801,ineffective,,
1377161226589888512,side-effect,,
1330828404913016833,unnecessary,,
1365791081024077824,side-effect,,
1350436733716992001,mandatory,,
1307246318574735360,pharma,,
1339627581881069568,ineffective,,
1268475600328626176,rushed,,
1392226547013128193,side-effect,,
1329287703691624448,unnecessary,,
1354181679506710528,country,,
1365528877376933896,unnecessary,,
1375529939051630600,side-effect,,
1326179846909812740,side-effect,,
1366033745246113799,ineffective,,
1352901239961317376,side-effect,,
1343930251269824512,unnecessary,,
1352820716253679616,mandatory,,
1363024425977737216,side-effect,,
1336624422506074114,side-effect,,
1378600503387426821,rushed,,
1338607314501251079,ineffective,,
1352975777411846144,none,,
1354915748871872512,side-effect,,
1419993693302386688,side-effect,ineffective,
1336727225840840705,side-effect,unnecessary,
1344057921773182976,unnecessary,,
1248757963713662978,side-effect,,
1374114458960850951,side-effect,,
1340957333120282624,rushed,,
1288553927781355521,pharma,,
1345742055922872322,side-effect,,
1364262564612493314,mandatory,,
1428703791801458697,rushed,,
1333613341131083782,side-effect,,
1339634489262268424,side-effect,,
1431602555717566471,side-effect,,
1383828153269854211,side-effect,,
1291838807189278720,pharma,unnecessary,
1298275719600988160,rushed,,
1345672340462559232,political,,
1355190672245071876,ineffective,,
1377065406691614721,side-effect,,
1365793034676424710,unnecessary,,
1327446953312088064,unnecessary,,
1334108980319318017,side-effect,rushed,
1382374339471843329,side-effect,,
1365783890435207168,pharma,,
1354510846920110082,ineffective,,
1402908005314842627,side-effect,,
1342558753741271045,side-effect,,
1325840402964996096,none,,
1336840725942562816,mandatory,,
1420326949549920268,ineffective,,
1319247131526520833,rushed,,
1432922183337066498,side-effect,,
1330932467952447493,unnecessary,,
1307703254181175297,ingredients,,
1367106700604538885,unnecessary,,
1255869965086920707,rushed,,
1283529923026706434,side-effect,,
1363871279418335238,unnecessary,rushed,mandatory
1377290599519420422,unnecessary,,
1403027748700921862,side-effect,,
1331529019762872322,pharma,,
1301889588701528064,country,,
1424372534804324360,side-effect,,
1240318902430650372,rushed,,
1424004245628522499,ineffective,,
1350183046339731456,side-effect,,
1319974778871140353,mandatory,,
1337281025039355905,unnecessary,,
1417842147756331012,ineffective,,
1286092089953050624,side-effect,,
1337107232786407424,unnecessary,,
1377024251744559104,side-effect,,
1330767618421166080,pharma,,
1261353659423535104,side-effect,,
1377269078814035969,political,,
1375109558666944516,mandatory,,
1365692886101147657,ineffective,,
1347872014032384002,rushed,,
1377317975632515076,side-effect,,
1299305826251927552,side-effect,,
1431929092409106434,ingredients,,
1269452827614740480,pharma,,
1406786047338369025,side-effect,,
1348075081558274048,ineffective,,
1377368918465998849,unnecessary,,
1280507071860027392,side-effect,,
1351445960589656065,ineffective,rushed,
1302393741739655168,side-effect,,
1364743720596242437,rushed,,
1231058859957067776,ineffective,,
1374484122454745099,unnecessary,,
1348973394440708098,political,,
1336537698601848832,side-effect,,
1353568277406990337,ineffective,,
1316392719384678404,unnecessary,side-effect,
1383218674748706819,side-effect,,
1370512620286005257,none,,
1324848057809276928,mandatory,,
1365618812545040386,none,,
1352907522831605760,none,,
1322352522569240578,unnecessary,,
1299703817555054595,side-effect,,
1365593827369750529,political,,
1362040575763959809,rushed,,
1352718994424229888,unnecessary,,
1318271789613469696,pharma,,
1326172717037531138,side-effect,,
1224142070425817089,ineffective,,
1257852720389767169,unnecessary,,
1293145644937469952,mandatory,,
1376421393026457600,ineffective,,
1422308486067675144,side-effect,,
1347260386337284096,side-effect,,
1406252967012016128,unnecessary,,
1335077769009451008,political,,
1336511773437022208,ineffective,,
1097179712156241921,side-effect,,
1340438221919019011,pharma,,
1292442503510134786,rushed,,
1341945597801111552,side-effect,,
1293829563970195457,unnecessary,,
1301852303893434368,side-effect,,
1405629358597832704,side-effect,,
1338696176296574977,ineffective,,
1169052159268155392,side-effect,mandatory,
1375148874369658883,rushed,,
1255878616765743110,mandatory,,
1446254378608783368,side-effect,,
1378302333063401474,unnecessary,,
1335630521574055936,side-effect,,
1164665474505777152,none,,
1354911412485689344,none,,
1309994682412400640,rushed,,
1332764267423162374,mandatory,,
1428558559529234437,side-effect,,
1332419526495973379,rushed,pharma,
1344461523100561411,ineffective,,
1251913010811109380,pharma,,
1341355865429975041,side-effect,,
1253972662801612801,ingredients,,
1355571646631968778,unnecessary,,
1347245479499804675,side-effect,,
1333101534201122821,pharma,,
1334166193301835776,country,,
1319304276821250048,none,,
1335625866857095172,side-effect,,
1305560998389133313,side-effect,ineffective,
1427215946649935873,ineffective,,
1301283443955978242,side-effect,,
1325846694056120325,political,,
1250566048639680512,mandatory,,
1335545865935589381,rushed,,
1279070685516705793,ineffective,,
1254476711477026816,unnecessary,,
1374126567568379911,side-effect,,
1253593671431323648,unnecessary,,
1375146241580003346,none,,
1422911138681982978,ineffective,political,
1409874378494464005,none,,
1389860479091290112,ineffective,,
1397842214110253060,side-effect,,
1377098369798008833,side-effect,,
1325902123503116307,ineffective,,
1353573664671879168,unnecessary,,
1351866591634403331,side-effect,,
1286185118286012417,none,,
1333464575103160323,rushed,,
1404786827047800832,side-effect,,
1280532929790259208,pharma,,
1254878470645186560,side-effect,,
1247423980828491776,unnecessary,,
1377319394695602177,side-effect,,
1371043998589194244,side-effect,,
1220191028147343360,unnecessary,,
1382338199901466632,side-effect,,
1344600492928851969,ineffective,,
1365973503040716800,mandatory,,
1283749493788356614,side-effect,,
1411761863071776772,ineffective,,
1328114430727626755,rushed,,
1340443076830097408,side-effect,,
1291512921328095232,side-effect,,
1344543461706498048,rushed,side-effect,
1330936320957542404,ineffective,,
1263063748501217281,unnecessary,,
1296014859683762176,unnecessary,,
1354579385672638466,side-effect,,
1343015927474884611,none,,
1261124723087486977,side-effect,,
1372207496497090567,ineffective,,
1353408383156703233,mandatory,,
1369746841600987138,side-effect,,
1338635806962049025,unnecessary,,
1265895277338255360,side-effect,pharma,
1345414241113747461,ineffective,,
1381198650290884613,side-effect,,
1318441022926434304,rushed,,
1392287830303551488,side-effect,,
1338582373269553162,pharma,,
1325900913161216000,ineffective,,
1443470393314975745,side-effect,,
1328320841294213120,mandatory,,
1326220767437213696,rushed,,
1324452444156276736,political,,
1334563170615169024,side-effect,,
1407004584233603075,country,,
1347444760659677186,ineffective,,
1301601071278813189,rushed,pharma,
1377278500961390594,rushed,,
1326227370014109702,mandatory,,
1356907181115912194,mandatory,unnecessary,
1328853359751802892,side-effect,,
1239359655937069057,ineffective,,
1284868164996734981,rushed,,
1426214488961921038,side-effect,,
1343705570415673348,none,,
1336750456639545344,side-effect,,
1354096774739337217,unnecessary,,
1336685758699118592,ineffective,,
1326550067373776896,none,,
1377326932023504899,rushed,,
1298499965094961153,side-effect,,
1300879812790292484,none,,
1341991475228401666,side-effect,,
1307699395786309634,ineffective,,
1371346782676918272,political,side-effect,
1293278064177287174,rushed,country,
1335059553566814209,side-effect,,
1398423740673822723,side-effect,,
1232298490274951169,mandatory,,
1433982087535767552,ineffective,pharma,
1300910045694177284,rushed,side-effect,
1378435371462197250,unnecessary,,
1396069568360030217,rushed,,
1337425422015852549,unnecessary,,
1339397099838820353,none,,
1378568730721067011,country,,
1333457287642492934,mandatory,,
1372774769355976710,side-effect,,
1244039478425067520,political,,
1424518647502966787,side-effect,,
1284173535238389765,pharma,,
1374293960856854535,side-effect,,
1375222596480929805,ineffective,,
1320584533809471488,unnecessary,,
1259833735421341698,pharma,,
1362628679239684098,side-effect,unnecessary,
1329189110272036864,side-effect,,
1363920931270381572,ineffective,,
1283735207363801089,rushed,,
1344784144514097156,unnecessary,,
1368707220301611008,side-effect,,
1325870121877958656,political,rushed,
1303286917211983872,mandatory,,
1333143726919720968,rushed,,
1334651684908314633,ingredients,,
1344016333533409281,side-effect,,
1354442607456366597,side-effect,,
1375119344733147146,unnecessary,,
1377980203515965442,ineffective,,
1340014690403938304,side-effect,,
1403412116799901696,pharma,,
1433909487530823688,side-effect,,
1355230522214129667,none,,
1320413591460302848,pharma,rushed,
1337904897677783040,side-effect,,
1353707925508825088,side-effect,,
1262510787756580865,rushed,,
1375011946450280449,ineffective,,
1364542319207268357,mandatory,,
1340782464365674502,unnecessary,,
1357122204840976384,side-effect,,
1336766507078930432,side-effect,,
1375789781653786626,side-effect,,
1286646710777905152,political,,
1376888200950595589,ineffective,,
1334778422250311681,rushed,,
1281707342292111360,pharma,,
1334576497173164032,side-effect,,
1371526920974700546,ineffective,,
1288611012678021120,unnecessary,,
1305516138172788736,religious,,
1353028877791203328,side-effect,,
1336727658453929984,rushed,side-effect,
1337834163488108544,none,,
1301890678562197504,unnecessary,country,
1436123185141858311,side-effect,,
1355681974132862976,none,,
1334135960783634433,unnecessary,,
1336061461840470017,side-effect,,
1316472037301530625,rushed,ineffective,
950772552133152769,side-effect,,
1331799330743853057,none,,
1346487927614922752,none,,
1356263369762869249,side-effect,,
1303035078348541957,none,,
1376711561977372673,pharma,,
1337919132646379520,side-effect,,
1338507071914962953,rushed,pharma,
1365227438163247104,unnecessary,,
1326654740990717954,side-effect,,
1370183450964135937,rushed,,
1348721115414360070,unnecessary,,
1376240883155267586,ineffective,,
1336428405751951361,side-effect,,
1337075445712343040,unnecessary,,
1336332810961920003,side-effect,,
1345279796721246210,political,,
1369868178927534081,ineffective,,
1364574998397132805,ineffective,unnecessary,
1398289222998581249,side-effect,,
1293161896921706497,unnecessary,,
1220407272448385026,rushed,,
1377501374485782531,ineffective,,
1428312171310686215,side-effect,,
1376602227347963904,mandatory,,
1385609702269145089,ingredients,,
1355237138636410881,rushed,,
1327601087717793792,pharma,,
1329464973882494978,side-effect,,
1337168217828184068,unnecessary,,
1358461418576752641,none,,
1255704623173730304,side-effect,,
1369807773467303939,unnecessary,,
1325812588526129153,ingredients,ineffective,
1354799937167351810,rushed,,
1359915382249717762,side-effect,,
1277560406911811585,ineffective,,
1337188105066057729,side-effect,,
1300068437788631041,political,,
1355404288005001219,side-effect,,
1298062483110809601,ineffective,,
1371770921887883272,side-effect,,
1271804791384092674,rushed,,
1377014598994382852,none,,
1325794744010682371,pharma,,
1374039476868157443,side-effect,,
1375587316673212417,unnecessary,side-effect,
1375223010592952325,mandatory,,
1320623338151055360,side-effect,,
1362091723409735685,unnecessary,,
1332515995253047301,rushed,,
1354015087560957954,side-effect,,
1336682183294033920,side-effect,,
1349415397762748416,ineffective,,
1402260345754996736,political,,
1354766652911587332,ineffective,,
1383088786544979968,side-effect,,
1317267791481896961,unnecessary,,
1354567341489717254,side-effect,,
1335202690738122752,mandatory,,
1367186908045008900,none,,
1311359324493578241,unnecessary,,
1444766742924857345,side-effect,,
1290380384035844096,pharma,,
1302555697092202496,ineffective,,
1376151585030553601,side-effect,,
1350482102593191936,side-effect,,
1349280451781926918,country,,
1326012648815669251,rushed,,
1268160330364006401,ineffective,,
1375031591244824580,side-effect,,
1292823093401051136,unnecessary,,
1280489305534758914,none,,
1370854842495815681,none,,
1328154434128523265,side-effect,,
1354886863505530880,rushed,,
1249507738138193920,pharma,,
1271919747039289351,none,,
1285507815545753600,ineffective,,
1337113122637639680,side-effect,,
1336682928093483010,side-effect,,
1222242393942044675,ingredients,,
1307861534006276097,side-effect,,
1363945292480012291,unnecessary,,
1325864192834940935,side-effect,mandatory,
1333139516610134017,ingredients,side-effect,
1333447206720974849,side-effect,,
1366752325520531461,ineffective,,
1307066319804805126,unnecessary,,
1432348843434258435,side-effect,,
1305717947550367744,rushed,,
1366714956704538635,religious,,
1392240846095929350,side-effect,,
1283612958745133056,ineffective,,
1338157421819203591,unnecessary,,
1414048325217685504,side-effect,,
1311335091315052546,mandatory,,
1368528478883045379,side-effect,,
1344263832076759051,political,,
1299935539760697344,unnecessary,,
1350805386832605185,side-effect,,
1350871969076555777,ineffective,,
1407845321485524994,side-effect,,
1430182754700902422,ingredients,ineffective,
1329244375860211712,unnecessary,,
1364282453242839047,rushed,,
1328373544678420486,side-effect,,
1232358515651596293,ingredients,,
1375471842283061250,side-effect,,
1354163585820319751,country,,
1326193993898729480,ineffective,,
1320316179433533440,rushed,unnecessary,
1348231143678763010,unnecessary,,
1354402878824345601,side-effect,,
1278563943120764928,ineffective,,
1371836935098994702,side-effect,,
1368294361595846656,mandatory,,
1354964196966891522,side-effect,,
1410050987557986313,side-effect,,
1365011652719095816,none,,
1338549206491992071,rushed,,
1385727960515104768,side-effect,,
1072895118762369025,pharma,,
1351976294993563651,unnecessary,,
1357714218015985667,side-effect,,
1305692714483286016,unnecessary,,
1435979290336657416,side-effect,,
1409764581220696069,ingredients,,
1340712467110846464,mandatory,,
1377083113008992261,ineffective,,
1406476188449525761,side-effect,country,
1353170410985168897,side-effect,,
1364383223443193857,rushed,,
1300199422282825733,unnecessary,ineffective,
1338580794810437634,side-effect,,
1387576028927774720,side-effect,,
1333506180035928065,pharma,,
1365591778263523329,unnecessary,,
1379806987995713539,side-effect,,
1338292043815260162,side-effect,,
1376941311853531142,mandatory,,
1333437658484367363,ineffective,,
1303288007433351168,unnecessary,,
1344228694672465920,rushed,,
1354484552102772744,side-effect,ineffective,
1436133275651739649,side-effect,,
1332633889806843904,political,,
1279084509988872192,side-effect,,
1455227670409666568,side-effect,,
1331440005240205312,unnecessary,,
1293250559307374593,pharma,,
1419889746994556931,ineffective,,
1353533182726070273,side-effect,,
1375098552012115971,ineffective,,
1364163801323630592,pharma,,
1357753264209612805,side-effect,,
1445004573987516424,side-effect,,
1326574527199973377,unnecessary,,
1400522807658831876,ineffective,,
1334528615988473859,side-effect,,
1312364108461805589,rushed,,
1326161033682182144,country,,
1340261399755251713,side-effect,,
1345802162111176704,side-effect,,
1403787811367440384,ineffective,,
1376666472873816064,mandatory,,
1355646231129808900,unnecessary,,
1426458443343224832,rushed,side-effect,
1331398733712543744,none,,
1303416961364365313,country,,
1386989157495590914,side-effect,,
1291008496079712256,ineffective,,
1325980132155142144,political,,
1422283372756410370,unnecessary,,
1340353520025923587,side-effect,,
1330984928704655362,rushed,,
1365342480531681282,mandatory,,
1283593631694295042,none,,
1289275601560285184,unnecessary,,
1404823865520500740,side-effect,,
1219725279888920576,side-effect,,
1356020022246830082,ineffective,,
1398646194557972485,side-effect,,
1333516373037879297,rushed,ineffective,
1430835859788546054,pharma,,
1354054588974788610,rushed,political,
1329815960719482884,rushed,pharma,
